s,type,g
http://dbpedia.org/resource/1941_FC_Traktor_Stalingrad_season__Valentin_Liventsev__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
"http://dbpedia.org/resource/Pari_Kola,_Bandpey-ye_Gharbi",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Augustynka,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Zoran_Majkić__2,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Añete__8,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Matt_and_Kim,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Vladimir_Skokov__6,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Simon_Abkarian,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Satya_Saha,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/2003–04_FC_Vaslui_season__Sorin_Ungurianu__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Víctor_Espasandín__4,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30-113312962,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/Daniel_Joseph_Curley,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Älskade_ängel,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Pat_Shortridge__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Cardiofitness,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Sound_Horizon,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Bear_Lake_Mounds_Archeological_District,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/The_Mixed_Men,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30WordSense-viticulture_NN_1,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/Keisuke_Oyama__2,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Bullet_and_a_Target,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Sofía_Reca__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Billy_Sarll,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Darius_Henderson__8,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Carlo_Mamo__5,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/property/academicDirectors,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://dbpedia.org
http://dbpedia.org/resource/Mulky_Alifa_Hakim__2,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Borgward_Isabella,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Pam_MacKinnon,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Nikos_Boudouris__8,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Narada_Bernard__12,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Dietenhofen,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Gregorio_F._Zaide__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Luis_Flores_(footballer)__6,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Clearwater_Valley_High_School,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/property/coExecutiveProducer,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://dbpedia.org
http://dbpedia.org/resource/Brilliant_Mind,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Ciro_Henrique_Alves_Ferreira_e_Silva__11,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Tom_Nichols_(footballer)__3,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Koldewey_Island,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/property/masteredBy,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://dbpedia.org
#WN30WordSense-kublai_kaan_NN_1,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/Dylan_Louiserre__4,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Kreso_Kovacec__3,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Bílsko_(Strakonice_District),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/XYP,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Vantanea_depleta,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Floro_Garrido__11,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/1993_British_Formula_Three_Championship__Paul_Stewart_Racing__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Balham,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/The_White_Tiger_(Nathan_novel),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Coffeehouse,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Rovenia_M._Brock,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Charters_School,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/2014–15_1._FC_Nürnberg_season,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Michal_Ranko__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30WordSense-chabad_hasidism_NN_1,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/Hemphillia_danielsi,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Domingues,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/My_Deviant_Daughter,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30WordSense-genus_iva_NN_1,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
"http://dbpedia.org/resource/Arita,_Saga",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
"http://dbpedia.org/resource/Belen,_Kıbrıscık",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Independent_Christian_Trade_Unions_of_Slovakia,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Ernest_Gébler,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Selim_Bayraktar,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Stephen_Eagleton__6,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Cuise-la-Motte,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30WordSense-thripid_NN_1,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/Andoni_Lakabeg,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30WordSense-appellant_JJ_1,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/Franz_Anton,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Libby_Holman__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Rudolf_Vytlačil__8,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Sarah_Polley,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Josef_Eichheim__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30-104760296,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/Diablo_III:_Reaper_of_Souls,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Scoparia_dryphactis,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Västergötland,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Tetramorium_microgyna,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Łukasz_Trałka,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
"http://dbpedia.org/resource/Nasir_Kandi,_West_Azerbaijan",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Ted_Honderich,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Bilal_Hamdi__9,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Malcolm_O'Kelly,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Naft_Al-Wasat_SC__Sattar_Jabbar__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Rustam_Khaidaraliyev__7,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
"http://dbpedia.org/resource/Warsaw,_Virginia",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
"http://dbpedia.org/resource/The_Brecker_Bros._Collection,_Vol_1",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Jalan_Terachi-Seri_Menanti,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Tasnim_News_Agency,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/John_Clarke_Hawkshaw,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Crossgar_railway_station,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/2011–12_Kecskeméti_TE_season__Francis_Litsingi__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
"http://dbpedia.org/resource/Andre_Smith_(basketball,_born_1985)__9",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Beetzseeheide,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Paridol,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Jerry_Stackhouse__2,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Mostafa_Ahmadi-Roshan,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Zach_Stevens,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Gün_Temür_Khan,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Elton_Nesbitt__4,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Skatterman__2002__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30Word-til_now,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/SIAI-Marchetti_SM.102,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/AD_Villaviciosa_de_Odón__Marko__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Los_herederos_del_Monte,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/A_Collegiate_Casting-Out_of_Devilish_Devices,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Exopterygota,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Alejandro_Argüello,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Large_plaque_parapsoriasis,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Ryūji_Saikachi,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Glutaminase__Glutaminase__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/2005–06_Preston_North_End_F.C._season__Marcus_Stewart__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30WordSense-filler_NN_1,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/Piotr_Plewnia,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Verona_Rag,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Rudimar_Venâncio__5,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30WordSense-tau_NN_1,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
"http://dbpedia.org/resource/Sainte-Edwidge-de-Clifton,_Quebec",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Azhimukham,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Diego_Emilio_Silva__3,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Darragh_McDonald,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
"http://dbpedia.org/resource/Ray_Jones_(footballer,_born_1944)__2",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/FC_Dynamo_Kirov__Gleb_Shatov__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
"http://dbpedia.org/resource/Aleksandar_Živković_(footballer,_born_1912)__4",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Gnjilica,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Jakhal_Junction_railway_station,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30-108369142,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/Crocidomera_imitata,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Víctor_Hugo_Castañeda__4,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Charles_Concordia,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Scopulariopsis,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Bogle-Walker_House,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/2005–06_Melbourne_Victory_FC_season__Carl_Recchia__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Eirlys_Bellin__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/2016_IK_Start_season__Robert_Sandnes__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Seef,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30Word-ugrian,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
#BigginHillEnglandAirport,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/SUMO#
"http://dbpedia.org/resource/Anne_Sarsfield,_Viscountess_Sarsfield",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/2012_New_Orleans_Saints_season,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
"http://dbpedia.org/resource/John_Lindsay_(footballer,_born_1862)__3",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://www.wikidata.org/entity/Q22265368,http://www.w3.org/2002/07/owl#Class,http://www.wikidata.org
http://dbpedia.org/resource/Manitoba_Provincial_Road_427,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://www.wikidata.org/entity/Q1248874,http://www.w3.org/2002/07/owl#Class,http://www.wikidata.org
http://dbpedia.org/resource/Shamau_Shareef__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Accra_Great_Olympics_F.C.__Mohammed_Abdul_Latif__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30-103574416,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/Steven_Beale,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/AFC_Cleveland__David_Jordan__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Don_Oramasionwu,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/PEOPLE_Party,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Abdi_Kassim__8,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/1977_Vancouver_Whitecaps_season__Tommy_Ord__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Plastocyanin_family_of_copper-binding_proteins,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30-112801323,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/Keith_Charles_(actor)__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Nigel_Reo-Coker__6,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
"http://dbpedia.org/resource/Bussières,_Puy-de-Dôme",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/South_Fork_American_River,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Kerning,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
#WN30WordSense-medieval_JJ_3,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
#WN30-300461311,http://www.w3.org/2002/07/owl#Thing,http://www.ontologyportal.org/WordNet#
http://dbpedia.org/resource/Shire_of_Traralgon,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/A.J._Hazeltine_House,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/William_Welchman,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Shindihatti,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Michael_Cooney,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Feliciano_Magro__7,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Federico_Cuello_Camilo__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Geitoneura_klugii,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Lopatica_(Prilep),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/22_(album),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Desmiphora_apicata,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
"http://dbpedia.org/resource/Stoney_Island,_Nova_Scotia",http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Flavio_Briatore,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Jean_Pierre_Soulier,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Nathan_Roberts_(volleyball),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Pymble_Ladies'_College,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Mario_Stojić__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Jimmy_Fell__7,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/State_road_D110_(Turkey),http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
http://dbpedia.org/resource/Göran_Nilsson_(cinematographer)__1,http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org
